"last_name, first_name",player_id,year,player_age,pa,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,woba,avg_swing_speed,avg_swing_length,attack_angle,attack_direction,vertical_swing_path,exit_velocity_avg,barrel_batted_rate,hard_hit_percent,avg_best_speed,iz_contact_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,sprint_speed
"Refsnyder, Rob",608701,2024,33,307,25.4,9.1,0.283,0.471,0.359,0.83,0.358,72.8,7.6,12.1,2.5,33.2,89.6,9.7,43.1,101.623071856,79.2,46.2,37.4,37.4,25.1,27.3
"Pham, Tommy",502054,2025,37,146,27.4,8.9,0.206,0.237,0.281,0.518,0.239,72.2,7.0,7.8,0.4,27.7,89.0,2.2,37.0,100.260644667,80.1,41.0,45.7,23.9,30.4,27.6
"Doyle, Brenton",686668,2023,25,431,35.0,5.1,0.203,0.343,0.25,0.593,0.257,71.2,7.2,14.3,3.4,32.6,88.3,8.7,35.0,99.107707983,74.8,52.6,40.9,33.1,26.0,29.9
"Collins, Isaac",686555,2024,26,19,52.6,10.5,0.118,0.118,0.211,0.329,0.165,72.7,6.8,7.5,-2.5,27.5,87.2,0.0,28.6,96.47114,66.7,40.2,14.3,57.1,28.6,
"Raleigh, Cal",663728,2024,27,628,28.0,11.1,0.22,0.436,0.312,0.748,0.323,74.5,7.8,16.8,-7.8,32.3,91.0,15.4,48.1,102.032071755,76.8,52.3,45.5,33.5,21.0,26.6
"Meyers, Jake",676694,2023,27,341,25.8,7.6,0.227,0.382,0.296,0.678,0.297,69.2,7.1,11.6,-6.8,31.2,86.0,6.3,27.9,96.65184,81.5,48.3,40.1,32.4,27.5,29.2
"McMahon, Ryan",641857,2023,28,627,31.6,10.8,0.24,0.431,0.322,0.753,0.325,72.2,7.3,8.8,4.4,38.5,90.8,11.4,44.2,102.017798324,73.6,47.4,33.9,38.6,27.5,25.8
"Calhoun, Willie",641432,2024,29,254,12.2,9.1,0.245,0.38,0.315,0.695,0.305,69.9,6.7,3.7,-3.6,23.2,89.0,3.0,37.7,98.9731294,91.9,43.6,38.7,39.2,22.1,24.3
"Westburg, Jordan",676059,2024,25,447,21.7,4.9,0.264,0.481,0.312,0.793,0.34,71.0,6.8,10.7,-3.3,30.3,91.1,11.8,46.1,101.801873375,79.3,51.0,38.3,39.6,22.1,29.0
"Gorman, Nolan",669357,2025,25,105,26.7,12.4,0.191,0.303,0.286,0.589,0.262,70.7,7.2,14.5,0.7,36.4,87.4,7.8,39.1,98.870188125,80.9,45.3,39.1,34.4,26.6,25.9
"McCarthy, Jake",664983,2024,26,495,15.8,6.3,0.285,0.4,0.349,0.749,0.329,67.3,6.7,8.8,1.3,34.7,84.5,2.7,24.5,95.637290857,91.1,49.3,35.5,40.1,24.5,29.8
"Moncada, Yoán",660162,2024,29,45,24.4,11.1,0.275,0.4,0.356,0.756,0.333,70.0,7.0,3.2,7.9,38.8,90.2,0.0,34.5,98.109468667,87.9,45.8,37.9,31.0,31.0,26.8
"Devers, Rafael",646240,2024,27,601,24.5,11.1,0.272,0.516,0.354,0.87,0.364,72.5,7.4,8.3,7.3,28.4,93.2,13.0,52.6,104.597925864,71.9,50.9,32.3,41.7,26.0,26.5
"Peterson, Jace",607054,2023,33,430,23.5,10.9,0.211,0.307,0.304,0.611,0.275,67.5,6.9,12.5,-6.5,33.1,85.7,4.7,28.1,96.5144975,82.8,42.2,35.3,36.7,28.1,28.0
"Blankenhorn, Travis",663905,2023,26,37,16.2,16.2,0.161,0.258,0.297,0.555,0.262,73.6,7.1,12.5,-3.1,28.9,92.3,4.0,52.0,100.729610769,79.5,44.1,36.0,36.0,28.0,25.5
"Kessinger, Grae",666197,2023,25,45,26.7,11.1,0.2,0.325,0.289,0.614,0.275,70.2,7.2,13.0,-5.0,30.6,86.3,10.7,32.1,97.098432857,76.5,44.8,39.3,46.4,14.3,26.6
"Merrifield, Whit",593160,2024,35,335,15.5,10.4,0.222,0.314,0.311,0.625,0.283,63.4,6.9,10.1,0.1,35.1,84.1,2.4,21.6,94.385287083,87.8,45.4,35.9,31.0,33.1,29.0
"Allen, Nick",669397,2024,25,105,19.0,4.8,0.175,0.247,0.216,0.463,0.207,65.0,6.5,5.8,-4.7,27.7,84.4,1.3,17.5,93.887057838,86.6,49.4,32.5,40.0,27.5,27.6
"Abreu, Wilyer",677800,2025,26,211,20.4,10.9,0.255,0.505,0.336,0.841,0.36,74.3,7.1,8.6,-0.3,30.8,90.8,13.8,45.5,102.765085205,86.4,52.7,42.8,32.4,24.8,27.3
"Massey, Michael",686681,2024,26,356,15.7,4.2,0.259,0.449,0.294,0.743,0.317,70.9,7.2,12.9,-7.0,32.4,89.2,7.1,36.9,98.396031151,91.3,52.0,51.8,29.1,19.1,26.8
"Triolo, Jared",669707,2025,27,104,18.3,7.7,0.152,0.261,0.225,0.486,0.222,72.2,7.7,9.6,-4.8,36.9,89.8,5.3,36.8,99.280539722,80.8,52.9,40.8,26.3,32.9,28.4
"Clemens, Kody",665019,2025,29,72,27.8,9.7,0.274,0.629,0.366,0.995,0.423,72.8,7.2,11.9,-2.7,28.4,96.2,16.3,62.8,105.253611429,80.4,48.5,53.5,39.5,7.0,27.1
"Keith, Colt",690993,2024,22,556,19.8,6.5,0.26,0.38,0.309,0.689,0.301,71.3,6.7,8.5,0.1,33.0,87.8,5.6,35.3,98.472613627,86.6,48.6,36.3,37.0,26.7,27.7
"Cruz, Oneil",665833,2023,24,40,20.0,17.5,0.25,0.375,0.375,0.75,0.335,,,,,,89.5,4.0,36.0,101.6460775,78.3,45.1,28.0,36.0,36.0,28.7
"Rodríguez, Endy",682848,2025,25,50,24.0,10.0,0.178,0.244,0.26,0.504,0.235,71.1,7.2,6.2,-2.8,33.5,91.4,3.0,45.5,99.09514375,83.1,44.2,45.5,39.4,15.2,26.9
"Taveras, Leody",665750,2024,25,529,21.2,7.9,0.229,0.352,0.289,0.641,0.282,71.3,7.5,7.0,-5.2,32.4,89.0,5.9,35.5,99.173170874,81.8,48.8,29.9,37.3,32.8,28.5
"Tauchman, Mike",643565,2024,33,350,20.0,13.4,0.248,0.366,0.357,0.723,0.325,69.3,7.0,6.7,2.5,34.2,89.0,7.4,41.0,99.141927105,81.4,46.0,33.6,34.9,31.4,27.2
"Ramos, Heliot",671218,2025,25,232,23.7,6.9,0.288,0.486,0.349,0.835,0.362,73.5,6.7,5.7,2.3,32.0,91.2,13.5,46.2,102.905812987,85.5,50.8,35.9,41.7,22.4,27.6
"Cowser, Colton",681297,2025,25,18,33.3,5.6,0.125,0.313,0.222,0.535,0.244,73.6,7.5,17.1,-8.6,37.0,93.7,10.0,60.0,104.421044,76.2,40.0,40.0,50.0,10.0,25.9
"Urías, Luis",649966,2024,27,109,31.2,8.3,0.191,0.394,0.303,0.697,0.309,68.3,7.7,17.7,-5.4,30.2,87.1,11.7,35.0,99.362572667,80.4,46.9,45.0,43.3,11.7,26.0
"Meidroth, Chase",805367,2025,23,135,11.9,11.9,0.286,0.345,0.37,0.715,0.327,68.0,6.7,5.7,1.7,28.0,88.2,1.0,38.8,97.928141731,94.4,34.8,32.0,36.9,31.1,27.0
"Trejo, Alan",676701,2025,29,43,16.3,2.3,0.175,0.225,0.19,0.415,0.183,66.1,7.0,16.1,-2.4,36.9,87.9,8.6,28.6,96.444043529,80.0,58.1,40.0,37.1,22.9,26.2
"Polanco, Jorge",593871,2025,31,148,14.9,6.1,0.274,0.541,0.327,0.868,0.373,71.9,7.3,9.7,-10.7,30.9,92.4,14.8,52.2,103.090083684,86.7,47.9,51.3,32.2,16.5,25.1
"Cruz Jr., Nelson",443558,2023,42,152,30.3,3.9,0.245,0.399,0.283,0.682,0.291,,,,,,92.4,9.2,48.0,103.031683673,78.5,52.3,39.8,37.8,22.4,24.7
"Huff, Sam",669087,2023,25,45,37.8,4.4,0.256,0.512,0.289,0.801,0.337,73.9,7.6,12.2,-4.8,33.0,90.2,15.4,50.0,104.015641538,65.0,56.6,50.0,15.4,34.6,26.2
"Hicks, Liam",689414,2025,26,104,12.5,8.7,0.278,0.478,0.353,0.831,0.362,67.4,6.8,10.5,-0.8,34.3,85.6,6.3,31.3,96.90437,88.8,41.6,37.5,38.8,23.8,25.9
"Rosario, Eguy",666703,2024,24,57,35.1,3.5,0.245,0.528,0.286,0.814,0.345,72.5,7.8,10.0,-10.7,29.9,89.2,14.7,47.1,100.516977059,71.9,46.5,38.2,41.2,20.6,27.6
"Straw, Myles",664702,2023,28,518,18.7,8.1,0.238,0.297,0.301,0.598,0.268,66.1,6.7,2.1,4.4,33.8,86.3,0.5,23.3,95.141368287,88.0,44.0,23.9,40.3,35.8,29.2
"Adames, Willy",642715,2024,28,688,25.1,10.8,0.251,0.462,0.331,0.793,0.342,73.6,8.1,15.5,-0.8,33.7,88.6,12.0,40.7,99.769639045,78.8,49.5,43.9,33.9,22.3,27.4
"Bryant, Kris",592178,2023,31,335,20.3,8.7,0.233,0.367,0.313,0.68,0.302,69.3,8.0,15.9,-5.4,37.7,85.7,6.0,31.5,97.280290431,84.2,45.9,44.4,38.8,16.8,26.4
"La Stella, Tommy",600303,2023,34,24,20.8,12.5,0.19,0.238,0.292,0.53,0.249,,,,,,86.6,0.0,12.5,93.6325,80.0,38.5,37.5,31.3,31.3,24.1
"Capel, Conner",668843,2023,26,86,29.1,14.0,0.26,0.329,0.372,0.701,0.322,,,,,,86.4,0.0,18.8,95.34904875,78.9,41.6,41.7,27.1,31.3,27.0
"Sweeney, Trey",700242,2025,25,197,23.4,8.1,0.23,0.326,0.289,0.615,0.275,73.8,7.5,7.5,-2.8,25.4,88.2,5.9,33.3,98.777324925,81.1,51.2,43.7,39.3,17.0,28.4
"Kiner-Falefa, Isiah",643396,2025,30,167,15.6,5.4,0.297,0.381,0.343,0.724,0.323,66.0,6.9,5.1,3.2,32.4,86.3,2.3,27.7,96.166663281,92.1,45.0,32.3,39.2,28.5,27.4
"Jimenez, Leo",677870,2024,23,210,28.1,5.7,0.229,0.358,0.329,0.687,0.308,69.7,7.4,8.9,1.7,34.5,87.6,8.1,33.3,97.300784098,80.0,46.3,35.0,35.8,29.3,28.0
"Beck, Jordan",687597,2024,23,184,35.3,6.5,0.188,0.276,0.245,0.521,0.231,71.4,7.7,10.5,-1.4,32.6,86.1,6.6,32.1,98.643486981,73.4,53.6,34.0,40.6,25.5,28.6
"Jiménez, Eloy",650391,2024,27,349,20.1,6.3,0.238,0.336,0.289,0.625,0.276,73.9,7.2,5.5,-3.0,25.1,92.0,7.8,49.0,103.179997795,84.7,50.3,36.9,45.9,17.3,25.2
"Scott II, Victor",687363,2025,24,193,26.4,9.3,0.262,0.357,0.337,0.694,0.312,68.3,6.4,10.1,0.0,32.4,87.0,4.1,29.5,97.145774643,75.7,47.7,33.6,35.2,31.1,30.0
"Rortvedt, Ben",666163,2023,25,79,24.1,13.9,0.118,0.221,0.241,0.462,0.219,70.9,6.8,12.7,0.4,30.3,88.0,6.1,34.7,97.8061004,80.2,42.2,38.8,32.7,28.6,25.8
"Albies, Ozzie",645277,2025,28,228,15.4,7.9,0.24,0.351,0.303,0.654,0.293,68.3,7.2,11.9,-5.0,35.0,86.6,4.0,27.6,96.246555287,86.4,54.3,48.9,32.2,19.0,27.4
"Diaz, Yainer",673237,2025,26,189,19.6,4.2,0.229,0.358,0.27,0.628,0.278,71.8,7.4,11.2,-1.1,27.6,90.4,9.2,41.5,100.398670563,86.9,57.2,38.7,37.3,23.9,26.9
"Lowe, Nathaniel",663993,2023,27,724,22.8,12.8,0.262,0.414,0.36,0.774,0.34,74.1,7.4,6.4,10.1,31.4,89.8,6.5,41.6,101.145951991,85.9,43.8,28.4,41.9,29.7,27.3
"Tovar, Ezequiel",678662,2024,22,695,28.8,3.3,0.269,0.469,0.295,0.764,0.324,71.3,7.5,10.5,-2.3,36.0,88.8,9.0,39.8,99.306485852,77.7,62.3,36.4,36.4,27.2,28.1
"De La Cruz, Elly",682829,2025,23,249,28.1,9.2,0.256,0.444,0.329,0.773,0.336,75.1,7.2,9.1,0.1,33.9,91.3,13.6,46.8,103.716313247,76.8,43.1,40.3,35.1,24.7,28.8
"Freeman, Tyler",671289,2023,24,168,17.9,6.0,0.242,0.366,0.295,0.661,0.29,72.3,7.4,3.0,-1.1,33.3,85.8,3.2,38.1,99.035576452,87.1,47.6,38.9,38.1,23.0,28.6
"McCray, Grant",687529,2024,23,130,43.1,4.6,0.202,0.379,0.238,0.617,0.266,72.7,7.2,7.8,0.2,35.2,90.2,11.8,44.1,101.84831875,66.3,53.0,35.3,38.2,26.5,29.2
"Meadows, Parker",678009,2023,23,145,25.5,11.7,0.232,0.368,0.331,0.699,0.308,70.1,7.3,7.6,-3.7,32.4,89.3,9.0,34.8,99.246645,84.8,42.8,39.3,42.7,18.0,29.0
"Lamb, Jake",571875,2023,32,54,27.8,5.6,0.216,0.353,0.259,0.612,0.267,,,,,,89.1,5.6,44.4,100.500940556,74.4,51.1,27.8,38.9,33.3,25.1
"Tucker, Kyle",663656,2024,27,339,15.9,16.5,0.289,0.585,0.408,0.993,0.419,72.1,7.5,10.4,-5.9,36.0,91.1,12.9,44.9,100.157901947,87.3,41.8,41.8,25.8,32.4,26.0
"Pages, Andy",681624,2024,23,443,24.4,6.5,0.248,0.407,0.305,0.712,0.31,73.1,7.7,9.8,-4.1,41.2,88.6,10.7,40.1,100.310081745,80.5,51.0,41.8,33.4,24.7,28.3
"Murphy, Sean",669221,2023,28,438,22.4,11.2,0.251,0.478,0.365,0.843,0.366,74.4,7.8,10.8,-1.6,31.3,91.5,16.1,45.8,103.261524161,80.9,45.9,48.0,35.2,16.8,26.0
"Loftin, Nick",679845,2025,26,11,9.1,9.1,0.222,0.333,0.273,0.606,0.26,68.7,7.0,7.8,-4.4,26.5,88.0,11.1,22.2,94.004922,84.6,51.5,22.2,44.4,33.3,
"Soderstrom, Tyler",691016,2024,22,213,24.9,9.4,0.233,0.429,0.315,0.744,0.322,74.4,7.5,13.5,0.7,30.6,91.9,14.6,49.6,102.485036087,81.2,48.7,30.7,44.5,24.8,27.0
"Benintendi, Andrew",643217,2024,29,522,18.4,7.9,0.229,0.396,0.289,0.685,0.298,68.0,6.7,13.5,-0.4,34.0,88.0,6.3,34.4,97.17823,82.5,48.0,44.8,33.9,21.4,26.7
"Cave, Jake",595909,2023,30,203,27.1,7.4,0.212,0.348,0.272,0.62,0.271,68.9,6.9,11.8,5.5,37.6,89.3,7.6,34.8,98.602982576,80.5,48.8,31.8,34.1,34.1,27.6
"Williams, Alika",675961,2023,24,112,31.3,8.0,0.198,0.248,0.27,0.518,0.238,69.2,6.9,9.3,-1.9,36.4,83.4,3.0,25.4,96.112825938,80.3,47.6,35.8,41.8,22.4,28.2
"Camargo, Johan",622666,2023,29,20,20.0,5.0,0.222,0.222,0.3,0.522,0.248,69.2,7.4,9.5,-7.9,31.0,90.0,0.0,50.0,99.397047143,76.9,50.6,50.0,35.7,14.3,24.2
"Reynolds, Bryan",668804,2024,29,692,22.5,8.2,0.275,0.447,0.344,0.791,0.343,71.6,6.8,12.7,0.4,38.0,89.9,9.6,45.4,100.987209316,81.3,50.4,35.2,37.5,27.3,28.0
"Narváez, Carlos",665966,2025,26,157,23.6,9.6,0.289,0.465,0.357,0.822,0.361,71.9,7.6,8.8,1.9,29.0,91.3,12.4,41.9,102.586938113,79.9,50.6,41.0,26.7,32.4,25.9
"Mendick, Danny",664901,2023,29,69,21.7,5.8,0.185,0.277,0.232,0.509,0.226,67.8,7.1,9.6,1.9,27.8,89.1,4.0,40.0,97.8167176,81.4,44.9,26.0,44.0,30.0,25.6
"Heyward, Jason",518792,2025,35,95,21.1,6.3,0.176,0.271,0.223,0.494,0.22,72.4,8.2,9.9,-7.2,28.0,85.1,4.4,33.8,98.149889118,83.8,46.4,45.6,35.3,19.1,27.2
"Peraza, Oswald",672724,2024,24,11,27.3,9.1,0.2,0.5,0.273,0.773,0.329,74.6,7.4,4.7,-4.4,26.0,87.0,14.3,28.6,97.08963,92.3,50.0,42.9,42.9,14.3,
"Iglesias, Jose",578428,2024,34,291,13.4,4.1,0.337,0.448,0.381,0.829,0.362,69.8,6.8,5.5,-1.5,31.8,85.8,2.2,30.6,96.964592759,87.9,52.5,29.3,38.8,31.9,28.6
"McLain, Matt",680574,2023,23,403,28.5,7.7,0.29,0.507,0.357,0.864,0.37,70.3,7.0,13.7,0.6,33.3,89.3,10.8,42.4,100.203855242,79.9,41.9,32.8,38.4,28.8,29.0
"Rosario, Amed",642708,2023,27,545,18.2,5.3,0.263,0.378,0.305,0.683,0.297,71.2,7.2,4.1,-1.3,28.8,88.3,3.4,39.4,99.501582705,85.7,53.4,30.4,40.6,29.0,29.4
"Gorski, Matt",685301,2025,27,42,38.1,2.4,0.195,0.39,0.214,0.604,0.26,74.8,7.9,16.5,-4.4,31.5,85.3,12.0,32.0,97.866259231,64.0,49.7,36.0,40.0,24.0,28.7
"Hamilton, David",666152,2025,27,81,27.2,2.5,0.184,0.289,0.215,0.504,0.224,70.5,7.3,7.8,-6.1,29.2,84.7,3.6,19.6,94.037335556,83.0,49.5,39.3,37.5,23.2,29.2
"Volpe, Anthony",683011,2023,22,601,27.8,8.7,0.209,0.383,0.283,0.666,0.29,70.9,7.1,12.5,-2.1,33.7,88.7,9.0,43.0,99.54617672,80.5,47.9,46.7,30.5,22.8,28.4
"Kjerstad, Heston",677008,2023,24,33,30.3,6.1,0.233,0.467,0.281,0.748,0.318,72.9,7.4,15.9,-2.3,39.8,92.3,20.0,55.0,102.058443,80.0,46.8,40.0,30.0,30.0,27.9
"Lindor, Francisco",596019,2024,30,689,18.4,8.1,0.273,0.5,0.344,0.844,0.363,72.4,7.6,13.0,-1.5,34.2,90.9,13.6,47.4,101.098117236,81.9,48.7,42.9,36.0,21.1,27.6
"Walker, Jordan",691023,2023,21,465,22.4,8.0,0.276,0.445,0.342,0.787,0.341,74.9,7.8,5.3,-7.8,36.6,89.4,7.5,42.5,101.884002327,81.3,51.6,39.3,36.8,23.9,28.5
"Saggese, Thomas",695336,2025,23,44,25.0,4.5,0.341,0.512,0.364,0.876,0.376,70.1,6.9,7.6,8.3,38.5,91.9,6.5,48.4,101.144446875,69.2,54.9,32.3,22.6,45.2,28.2
"Schuemann, Max",680474,2024,27,459,25.9,10.2,0.22,0.308,0.311,0.619,0.281,68.3,6.7,12.3,0.3,32.3,89.0,5.6,37.4,97.729409209,77.0,42.5,35.0,37.4,27.6,27.8
"Caballero, José",676609,2025,28,139,30.2,10.1,0.244,0.358,0.324,0.682,0.306,69.1,6.7,10.8,-0.6,32.7,84.7,3.7,25.6,96.1306745,79.4,44.1,40.2,35.4,24.4,28.0
"Kennedy, Buddy",671083,2024,25,26,26.9,15.4,0.19,0.381,0.308,0.689,0.301,69.6,7.1,8.7,-7.9,33.7,88.8,13.3,53.3,98.66279125,89.5,39.4,33.3,53.3,13.3,28.9
"Butler, Lawrence",671732,2025,24,227,25.6,7.5,0.248,0.443,0.304,0.747,0.326,73.6,7.0,5.7,3.1,31.0,92.0,9.9,46.7,102.399292895,75.7,47.3,34.2,38.8,27.0,26.3
"Rengifo, Luis",650859,2025,28,182,15.9,4.4,0.222,0.281,0.254,0.535,0.239,70.0,7.1,7.4,4.6,33.4,86.6,3.4,29.7,97.235136761,86.5,53.7,30.3,43.4,26.2,26.6
"Trammell, Taylor",666211,2023,25,56,39.3,16.1,0.13,0.326,0.286,0.612,0.279,69.1,8.6,26.7,-28.6,33.0,91.5,16.7,45.8,101.893273333,61.7,42.7,54.2,25.0,20.8,27.1
"Palacios, Richie",680700,2024,27,316,21.2,14.2,0.223,0.318,0.346,0.664,0.303,68.9,7.0,9.1,-4.8,25.9,86.2,3.5,30.3,96.843483131,81.8,46.7,47.0,34.3,18.7,27.9
"Witt Jr., Bobby",677951,2025,25,249,18.1,8.0,0.29,0.48,0.349,0.829,0.351,74.3,7.0,4.7,-0.4,28.8,92.4,11.0,46.4,103.207124667,85.5,51.6,27.1,38.7,34.3,30.3
"Schneider, Davis",676914,2025,26,21,38.1,23.8,0.067,0.067,0.333,0.4,0.242,69.8,7.0,20.0,0.6,33.5,74.4,0.0,0.0,82.4310825,83.3,30.3,42.9,42.9,14.3,26.2
"Siri, Jose",642350,2024,28,448,37.9,6.9,0.187,0.366,0.255,0.621,0.271,72.5,7.8,12.9,1.0,33.0,87.5,14.7,41.6,100.732893305,66.6,50.9,35.7,37.0,27.3,29.9
"Harper, Bryce",547180,2024,31,631,21.9,12.0,0.285,0.525,0.373,0.898,0.38,74.0,7.3,11.4,-1.1,36.1,91.1,10.6,48.2,102.531835097,84.9,52.9,34.2,34.5,31.3,27.4
"Kirilloff, Alex",666135,2023,25,319,25.1,8.8,0.27,0.445,0.348,0.793,0.343,70.3,7.5,16.6,4.0,34.2,88.6,7.4,37.7,98.668669706,82.6,47.3,32.8,37.3,29.9,27.2
"Rojas, Miguel",500743,2025,36,83,14.5,3.6,0.241,0.316,0.268,0.584,0.26,66.9,7.1,8.1,-3.0,32.6,86.4,1.5,20.6,94.918210303,92.3,49.8,45.6,33.8,20.6,25.4
"Encarnacion-Strand, Christian",687952,2025,25,60,21.7,1.7,0.158,0.298,0.183,0.481,0.21,73.3,7.4,15.3,-2.7,35.3,87.6,4.4,42.2,99.61499913,84.1,59.6,51.1,26.7,22.2,27.5
"Blackmon, Charlie",453568,2024,37,499,17.2,8.6,0.256,0.412,0.329,0.741,0.323,67.4,7.1,9.6,-5.8,31.1,84.8,5.2,27.2,96.083583591,86.4,48.0,45.6,34.1,20.3,27.4
"García, Adolis",666969,2025,32,215,26.5,5.1,0.208,0.371,0.256,0.627,0.274,72.2,7.7,9.2,-3.5,27.5,92.7,14.6,47.9,102.14773125,77.3,55.1,37.5,34.0,28.5,27.2
"Wong, Connor",657136,2023,27,403,33.3,5.5,0.235,0.385,0.287,0.672,0.292,71.2,7.2,13.3,2.0,33.6,89.1,9.1,37.8,100.083071271,76.2,52.8,42.7,33.6,23.7,28.3
"Voit III, Luke",572228,2023,32,74,36.5,5.4,0.221,0.265,0.284,0.549,0.251,,,,,,86.7,7.3,36.6,99.142414286,66.3,49.3,41.5,36.6,22.0,24.9
"Osuna, Alejandro",696030,2025,22,13,23.1,23.1,0.3,0.3,0.462,0.762,0.366,69.3,7.0,1.9,7.5,27.8,92.5,0.0,42.9,98.98914,85.7,37.5,14.3,57.1,28.6,
"Harris II, Michael",671739,2024,23,470,20.0,4.9,0.264,0.418,0.304,0.722,0.312,74.7,8.1,7.1,-2.0,29.8,90.5,10.0,47.0,103.329018908,81.5,55.1,40.7,36.7,22.6,28.3
"McCutchen, Andrew",457705,2023,36,473,21.1,15.9,0.256,0.397,0.378,0.775,0.345,71.8,7.4,13.3,-0.9,33.4,89.6,6.8,44.6,100.329192449,80.1,41.6,48.3,30.6,21.1,28.4
"Taylor, Samad",669392,2023,24,69,31.9,10.1,0.2,0.267,0.279,0.546,0.248,69.7,6.9,11.6,2.4,38.2,87.5,10.0,22.5,95.343506842,74.3,49.0,25.0,37.5,37.5,29.1
"Crawford, Brandon",543063,2023,36,320,25.3,8.8,0.194,0.314,0.273,0.587,0.26,71.5,7.6,15.1,-2.1,32.8,89.8,10.1,43.0,99.565776078,80.9,52.2,38.6,38.2,23.2,25.8
"Wall, Forrest",657088,2023,27,15,26.7,13.3,0.462,0.846,0.533,1.379,0.569,64.9,6.4,4.2,2.0,32.1,82.1,0.0,22.2,90.644584,85.0,43.7,55.6,22.2,22.2,28.2
"Solano, Donovan",456781,2023,35,450,22.2,8.9,0.282,0.391,0.369,0.76,0.338,68.1,7.0,8.5,-0.3,37.0,90.2,6.1,43.7,100.102935676,83.8,47.4,34.2,43.4,22.4,25.4
"Almonte, Abraham",501659,2023,34,16,50.0,6.3,0.067,0.133,0.125,0.258,0.121,69.1,7.2,15.8,-15.2,32.1,91.0,14.3,71.4,101.6630075,77.3,58.8,42.9,42.9,14.3,26.5
"Tatis Jr., Fernando",665487,2025,26,232,19.0,9.1,0.273,0.502,0.341,0.843,0.363,73.2,7.2,7.1,3.9,31.0,93.8,13.3,53.0,104.036360122,82.8,48.8,36.1,40.4,23.5,28.9
"Benson, Will",666181,2023,25,329,31.3,12.2,0.275,0.498,0.365,0.863,0.369,70.3,7.4,13.1,-0.5,34.8,90.2,10.3,42.2,100.059735699,76.2,42.8,38.4,43.2,18.4,28.8
"Martini, Nick",605361,2025,35,111,16.2,8.1,0.225,0.294,0.288,0.582,0.261,69.7,6.7,6.9,-1.2,30.4,85.7,3.6,31.0,97.063985476,88.2,44.9,33.3,35.7,31.0,27.4
"Davis, Henry",680779,2024,24,122,36.9,10.7,0.144,0.212,0.242,0.454,0.213,72.5,7.4,11.5,-8.6,25.9,85.3,4.8,35.5,97.637210645,70.9,47.0,45.2,30.6,24.2,27.7
"Hernández, Enrique",571771,2025,33,123,24.4,8.9,0.227,0.445,0.295,0.74,0.323,70.9,7.5,9.4,-2.7,29.9,91.6,12.2,42.7,101.043643,79.2,47.5,48.8,34.1,17.1,26.7
"Carter, Evan",694497,2023,20,75,32.0,16.0,0.306,0.645,0.413,1.058,0.435,71.4,7.2,5.4,-5.6,32.4,89.0,10.3,46.2,100.9176555,75.2,34.5,59.0,23.1,17.9,29.6
"Brosseau, Mike",670712,2023,29,78,25.6,5.1,0.205,0.397,0.256,0.653,0.281,,,,,,81.3,7.5,20.8,93.339704815,74.3,48.2,41.5,35.8,22.6,27.6
"Del Castillo, Adrian",680728,2024,24,87,32.2,8.0,0.313,0.525,0.368,0.893,0.384,72.4,7.2,13.1,-0.3,35.4,87.6,11.5,34.6,97.887696538,77.4,49.7,40.4,28.8,30.8,25.5
"Olson, Matt",621566,2024,30,685,24.8,10.4,0.247,0.457,0.333,0.79,0.339,73.8,7.3,8.4,-1.6,34.1,91.5,12.4,47.4,102.726279537,78.0,49.7,38.4,34.7,26.9,25.5
"d'Arnaud, Travis",518595,2023,34,292,22.9,7.2,0.225,0.397,0.288,0.685,0.297,72.3,7.7,10.5,2.3,30.8,90.7,9.0,42.8,101.038586,76.3,52.0,38.8,33.8,27.4,26.1
"Montero, Elehuris",660707,2024,25,247,22.7,8.1,0.205,0.304,0.267,0.571,0.254,75.1,7.6,7.6,-15.2,34.4,89.5,7.6,41.5,100.877618721,85.9,54.1,39.2,35.1,25.7,26.2
"Pereira, Everson",677592,2023,22,103,38.8,7.8,0.151,0.194,0.233,0.427,0.202,73.5,7.7,13.7,-0.6,29.9,91.9,7.5,54.7,101.939197778,66.2,52.6,41.5,35.8,22.6,28.0
"Nootbaar, Lars",663457,2024,26,405,19.5,12.8,0.244,0.417,0.342,0.759,0.331,72.6,6.8,8.2,0.2,29.9,91.8,9.9,49.5,102.282162353,86.7,37.2,34.8,42.1,23.1,27.0
"Martínez, Angel",682657,2025,23,145,17.9,2.8,0.27,0.409,0.292,0.701,0.304,70.1,7.4,10.8,-5.0,33.5,88.2,2.6,33.3,97.978014545,85.9,57.1,42.1,42.1,15.8,27.5
"Dunn, Blake",694362,2024,25,29,37.9,6.9,0.154,0.308,0.241,0.549,0.247,71.6,6.9,13.9,-7.6,39.9,85.7,6.7,13.3,93.9705075,72.2,45.0,33.3,33.3,33.3,29.3
"Ramos, Bryan",682868,2024,22,108,20.4,6.5,0.202,0.333,0.252,0.585,0.257,72.0,8.5,7.3,-3.5,27.7,90.1,6.4,46.2,100.595616667,80.2,43.8,44.9,35.9,19.2,28.7
"Arraez, Luis",650333,2025,28,210,2.4,4.8,0.29,0.415,0.324,0.739,0.322,62.4,5.9,6.3,4.2,37.2,84.9,0.0,15.5,92.857916277,96.1,50.8,30.9,31.4,37.6,26.5
